istasyon_no,istasyon_adi,hizmet_sekli,marka,sarj_agi_isletmecisi,sarj_istasyonu_isletmecisi,adres,soket_bilgileri
ŞRJ/15441,Gökdeniz Kartal,Özel,Elaris Elektrikli Araç Şarj Hizmetleri,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Esentepe Mahallesi Tecerdağı Caddesi  No:26 Kartal / İSTANBUL,
ŞRJ/22265,Green Park 1,Özel,Elaris Elektrikli Araç Şarj Hizmetleri,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Ovaemir Mahallesi 3364 Sokağı  No:1C Efeler / AYDIN,
ŞRJ/23155,Özkan Petrol,Halka Açık,Elaris Elektrikli Araç Şarj Hizmetleri,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Fatih Mahallesi Mimar Sinan Caddesi  No:24 Yunak / KONYA,
ŞRJ/4008,Oyak555,Özel,Elaris Elektrikli Araç Şarj Hizmetleri,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Eryaman Mahallesi Samsun 19 Mayıs Sokağı  No:5 Etimesgut / ANKARA,
ŞRJ/23242,Töle İnşaat,Halka Açık,Elaris Elektrikli Araç Şarj Hizmetleri,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Gündoğdu Mahallesi Yeşilbahçe Caddesi  No:21 İzmit / KOCAELİ,
ŞRJ/23302,Yakamoz Evleri,Halka Açık,Elaris Elektrikli Araç Şarj Hizmetleri,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Akbük Mahallesi 5002 Sokağı Didim / AYDIN,
ŞRJ/23328,Corneila Diamond 1,Özel,Elaris Elektrikli Araç Şarj Hizmetleri,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ELARİS ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Adnan Menderes Mahallesi 561 Sokağı  No:5 Efeler / AYDIN,
ŞRJ/3765,DLP No:1,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Hacıahmet Mahallesi Irmak Caddesi Beyoğlu / İSTANBUL,
ŞRJ/4267,Lago Hotel Manavgat,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Sorgun Mahallesi  Titreyengöl Mevkii No:26 Manavgat / ANTALYA,
ŞRJ/4272,Gerede ikbal,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Ankara-istanbul Otoyolu Mahallesi  Cankurtaran Mevkii Gerede / BOLU,
ŞRJ/3775,Hillside City Center,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Etiler Mahallesi Tepecik Yolu Caddesi  No:22 Beşiktaş / İSTANBUL,
ŞRJ/3786,Maslak Link Plaza,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Maslak Mahallesi Eski Büyükdere Cad. Caddesi  No:3-5 Sarıyer / İSTANBUL,
ŞRJ/3788,Maslak Olive Plaza,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Maslak Mahallesi Ahi Evran Cad. Caddesi  No:11 Sarıyer / İSTANBUL,
ŞRJ/4273,Kaya Otel İzmir,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Ilıca Mah. Mahallesi Zeytin Sok. Sokağı  No:112 Narlıdere / İZMİR,
ŞRJ/4301,Ankara Yaşamkent,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Dodurga Mah. Mahallesi 5144 Cad. Caddesi  No:1 Çankaya / ANKARA,
ŞRJ/4274,Ataşehir Flora Residence,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Küçükbakkalköy Mahallesi Vedat Günyol Cad. Caddesi Defne Sokak Sokağı  No:1 Ataşehir / İSTANBUL,
ŞRJ/3779,Kaya Otel İstanbul,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Gökevler Mahallesi 2317 Sokağı  No:1 Esenyurt / İSTANBUL,
ŞRJ/7339,Akadia Modern,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Cengizhan Mah. Mahallesi 816. Cd. Caddesi  No:1/şarj1 Mamak / ANKARA,
ŞRJ/4275,Bulvar Loft,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Kızılcaşar Mah. Mahallesi Gölbaşı / ANKARA,
ŞRJ/4270,Maidan AVM,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Mustafa Kemal Mahallesi 2118. Caddesi  No:406510 Çankaya / ANKARA,
ŞRJ/3760,Ankara Tunus Caddesi Otopark,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Kavaklıdere Mahallesi Tunus Cad. Caddesi  No:30 Çankaya / ANKARA,
ŞRJ/10157,"Asmalı Bahçe AC (9,6)",Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Bahçeşehir 1. Kısım Mahallesi G-3006 Caddesi  No:5-A Başakşehir / İSTANBUL,
ŞRJ/7580,Asmalı Bahçe AC (1),Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Bahçeşehir 1. Kısım Mah. Mahallesi 110 Ada 2 Parsel Caddesi  No:101 Başakşehir / İSTANBUL,
ŞRJ/3791,Palazzo Kartalkaya,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,- Mahallesi - Caddesi  Kartalkaya  Tazılar Merkez / BOLU,
ŞRJ/4264,Kaya Palazzo Belek,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Kadriye Mahallesi  Üç Kum Tepesi Mevkii Serik / ANTALYA,
ŞRJ/7905,Gerede İkbal AC,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Ankara-istanbul Otoyolu Km:94+700 Mahallesi  Cankurtaran Gerede / BOLU,
ŞRJ/3772,Dorukkaya Kartalkaya,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,- Mahallesi - Caddesi  Kartalkaya  Tazılar Merkez / BOLU,
ŞRJ/7906,Palazzo Kartalkaya DC,Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Kartalkaya Mahallesi 14750 Tazılar Caddesi Seben / BOLU,
ŞRJ/7902,"Asmalı Bahçe AC (2,3)",Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Bahçeşehir 1. Kısım Mah. Mahallesi G-3006 Cd.  A Blok Caddesi  No:5 Başakşehir / İSTANBUL,
ŞRJ/7643,"Asmalı Bahçe AC (4,5,7,8,10)",Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Bahçeşehir 1. Kısım Mahallesi G-3006 Caddesi  No:5 A Blok Başakşehir / İSTANBUL,
ŞRJ/7645,Asmalı Bahçe AC (8),Halka Açık,PLECO advertise.charge.,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ÖZKA ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,Bahçeşehir 1. Kısım Mahallesi G-3006 Caddesi  No:5 A Blok Başakşehir / İSTANBUL,
ŞRJ/4248,LİSANS ELEKTRİK,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,Pamuklar Mahallesi Kızılcahamam Caddesi  No:114/B/33 Yenimahalle / ANKARA,
ŞRJ/2619,OSMANLI CAFE,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,Oğuzlar Mahallesi Barış Manço Caddesi  No:28 Çankaya / ANKARA,
ŞRJ/5483,GAZİ PARK HOTEL,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Beştepe Mahallesi Alparslan Türkeş Caddesi  No:69 Yenimahalle / ANKARA,
ŞRJ/2617,ATLANTİS EĞLENCE,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,Kardelen Mahallesi  No:213 Yenimahalle / ANKARA,
ŞRJ/2537,ATLANTİS AVM,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,Kardelen Mahallesi  No:224 Yenimahalle / ANKARA,
ŞRJ/9611,KAŞMİR AVM,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Göksu Mahallesi 1. Tbmm Caddesi  No:8 Etimesgut / ANKARA,
ŞRJ/7817,BİLKENT NAZENDE,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Beytepe Mahallesi 1637 Caddesi  No:16 Çankaya / ANKARA,
ŞRJ/9559,İNCİYAKA KONUTLARI 2.ETAP,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Cengizhan Mahallesi 823 Caddesi  No:5 Mamak / ANKARA,
ŞRJ/9946,PALMİYE KONUTLARI,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Cengizhan Mahallesi 823. Caddesi  No:5 Mamak / ANKARA,
ŞRJ/7816,İNCEK VİSTA,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Kızılcaşar Mahallesi  No:406  Kümeevleri Gölbaşı / ANKARA,
ŞRJ/4383,İNCEK VİSTA AVM,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,Kızılcaşar Mahallesi  No:406 Gölbaşı / ANKARA,
ŞRJ/3731,KEÇİÖRENGÜCÜ,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,Adnan Menderes Mahallesi Şehit Mehmet Karakaşoğlu Sokağı  No:1 Keçiören / ANKARA,
ŞRJ/3472,ACİTY AVM,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Macun Mahallesi  No:244 Yenimahalle / ANKARA,
ŞRJ/14134,Meydan AVM,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Fabrikalar Mahallesi 27 Sokağı  No:3 Merkez / KIRIKKALE,
ŞRJ/14794,KOCALAR BAŞKA SİTESİ 2.ETAP,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Şenyuva Mahallesi 2008 Sokağı  No:79 Keçiören / ANKARA,
ŞRJ/6723,ARKADYA GÖKSU EVLERİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Şehit Osman Avcı Mahallesi 1071 Malazgirt Caddesi  No:53 Etimesgut / ANKARA,
ŞRJ/3730,ÖZÇELİK-PELİT İŞ MERKEZİ,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,Prof.dr. Ahmet Taner Kışlalı Mahallesi  No:94 Çankaya / ANKARA,
ŞRJ/4246,BULVAR PARK,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,Ergazi Mahallesi  No:462 Yenimahalle / ANKARA,
ŞRJ/16156,BULVAR ASR SİTESİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Batı Sitesi Mahallesi 2331. Sokağı  No:23A/B Yenimahalle / ANKARA,
ŞRJ/16455,LEGEND LİFE SİTESİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Akşemsettin Mahallesi Sultan Fatih Caddesi  No:30 Mamak / ANKARA,
ŞRJ/16774,ULUCAN VE ÇEVRE SİTESİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Yaşamkent Mahallesi 3425 Caddesi  No:2 Çankaya / ANKARA,
ŞRJ/16780,RENOVA PARK SİTESİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Ovacık Mahallesi 695 Sokağı  No:1 Keçiören / ANKARA,
ŞRJ/16805,ARKADYA GÖKSU 2.ETAP,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Şehit Osman Avcı Mahallesi Malazgirt 1071 Caddesi  No:49 Etimesgut / ANKARA,
ŞRJ/17082,UPTOWN İNCEK KONUTLARI,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,Taşpınar Mahallesi 2801 Caddesi  No:6 Gölbaşı / ANKARA,
ŞRJ/17163,POİNT ÇAYYOLU,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Çayyolu Mahallesi  No:22 Çankaya / ANKARA,
ŞRJ/16458,RELAX ERYAMAN SİTESİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Şehit Osman Avcı Mahallesi Malazgirt 1071. Caddesi  No:47 Etimesgut / ANKARA,
ŞRJ/17229,NEVBAHÇE 2 SİTESİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Serhat Mahallesi Mimar Başak Cengiz Cad. Caddesi  No:8 Yenimahalle / ANKARA,
ŞRJ/5689,WEST GATE A BLOK,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Konutkent Mahallesi 3028 Caddesi  No:2 Çankaya / ANKARA,
ŞRJ/5690,WEST GATE B BLOK,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Konutkent Mahallesi 3028 Caddesi  No:2 Çankaya / ANKARA,
ŞRJ/5691,WEST GATE C BLOK,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Konutkent Mahallesi 3028 Caddesi  No:2 Çankaya / ANKARA,
ŞRJ/14344,CODE YILDIZ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Hilal Mahallesi Şehit Aytekin Yavuz Caddesi  No:72 Çankaya / ANKARA,
ŞRJ/14342,BORDO MODERN,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Dodurga Mahallesi 4986 Sokağı  No:8 Çankaya / ANKARA,
ŞRJ/16242,BULVAR BEYTEPE 1.ETAP,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Beytepe Mahallesi 5492 Caddesi  No:1 Çankaya / ANKARA,
ŞRJ/16271,BULVAR BEYTEPE 2.ETAP,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Beytepe Mahallesi 5387 Caddesi  No:35 Çankaya / ANKARA,
ŞRJ/16811,PARK JOVEN KONUTLARI,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Üniversiteler Mahallesi 1634 Caddesi  No:11 Çankaya / ANKARA,
ŞRJ/12947,NEVBAHAR KONUTLARI,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Serhat Mahallesi 1288. Sokağı  No:8 Yenimahalle / ANKARA,
ŞRJ/17733,PANOROMA GOLD SİTESİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Ata Mahallesi Mavi Yıldız Caddesi  No:11 Yenimahalle / ANKARA,
ŞRJ/17778,ÖZELİF SİTESİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,EBİL BİLİŞİM BİLGİSAYAR ELEKTRİK ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Demetevler Mahallesi 362 Sokağı  No:21 Yenimahalle / ANKARA,
ŞRJ/18013,NED MAESTRO,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Ovacık Mahallesi 696 Sokağı  No:1 Keçiören / ANKARA,
ŞRJ/18683,SİSA KULE,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Konutkent Mahallesi  No:381 Çankaya / ANKARA,
ŞRJ/18684,ALACAPARK KONUTLARI,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Alacaatlı Mahallesi 4981 Sokağı  No:7/A-B-C-D Çankaya / ANKARA,
ŞRJ/18945,ADEN BEYTEPE,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Beytepe Mahallesi  No:37 Çankaya / ANKARA,
ŞRJ/16070,SUNSET İNCEK SİTESİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Kızılcaşar Mahallesi 3035 Sokağı  No:199 Gölbaşı / ANKARA,
ŞRJ/19187,Fırat Life Style,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Altay Mahallesi 2668 Caddesi  No:1 Etimesgut / ANKARA,
ŞRJ/6726,KAŞMİR GÖL EVLERİ 1. ETAP,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Göksu Mahallesi 2. İnönü Caddesi  No:4 Etimesgut / ANKARA,
ŞRJ/10657,KAŞMİR GÖL EVLERİ 2. ETAP,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Göksu Mahallesi 2.inönü Caddesi  No:4 Etimesgut / ANKARA,
ŞRJ/19269,BESA ATAŞEHİR EVLERİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Yaşakent Mahallesi 3243 Caddesi  No:1 Çankaya / ANKARA,
ŞRJ/9557,İNCİYAKA KONUTLARI 1.ETAP,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Cengizhan Mahallesi 823 Caddesi  No:5 Mamak / ANKARA,
ŞRJ/19346,GREEN LİFE 3 SİTESİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Cengizhan Mahallesi 816. Caddesi  No:3 Mamak / ANKARA,
ŞRJ/19897,OASİS TOWER SİTESİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Altay Mahallesi Söğüt Caddesi  No:14 Etimesgut / ANKARA,
ŞRJ/20078,RİVA YILDIZPARK SİTESİ,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Aydınlıkevler Mahallesi Harman Sokağı  No:15 Altındağ / ANKARA,
ŞRJ/7815,ADRES ANKARA EVLERİ,Halka Açık,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Işınlar Mahallesi Akşemsettin Sokağı  No:7 Yenimahalle / ANKARA,
ŞRJ/20805,ARİSSA GÖKSU SİTESİ,Özel,EVC CHARGE,EVCİL YATIRIM MÜHENDİSLİK MİMARLIK LİMİTED ŞİRKETİ,APA KÖYÜ TARIM HAYVANCILIK ENERJİ ANONİM ŞİRKETİ,Göksu Mahallesi 2.inönü Caddesi  No:6 Etimesgut / ANKARA,
